#version: TeamCity
#If you change this file, it will not be automatically updated after the next release.
#item,id,metadata
lgconcretesand,concrete_powder,8
lightgrayconcretepowder,concrete_powder,8
lightgrayconcretesand,concrete_powder,8
lgrayconcretepowder,concrete_powder,8
lgrayconcretesand,concrete_powder,8
lightgreyconcretepowder,concrete_powder,8
lightgreyconcretesand,concrete_powder,8
lgreyconcretepowder,concrete_powder,8
lgreyconcretesand,concrete_powder,8
lightgraconcretepowder,concrete_powder,8
lightgraconcretesand,concrete_powder,8
lgraconcretepowder,concrete_powder,8
lgraconcretesand,concrete_powder,8
silverconcretepowder,concrete_powder,8
silverconcretesand,concrete_powder,8
siconcretepowder,concrete_powder,8
siconcretesand,concrete_powder,8
cyanconcretepowder,concrete_powder,9
cyanconcretesand,concrete_powder,9
cconcretepowder,concrete_powder,9
cconcretesand,concrete_powder,9
purpleconcretepowder,concrete_powder,10
purpleconcretesand,concrete_powder,10
puconcretepowder,concrete_powder,10
puconcretesand,concrete_powder,10
blueconcretepowder,concrete_powder,11
blueconcretesand,concrete_powder,11
bluconcretepowder,concrete_powder,11
bluconcretesand,concrete_powder,11
brownconcretepowder,concrete_powder,12
brownconcretesand,concrete_powder,12
broconcretepowder,concrete_powder,12
broconcretesand,concrete_powder,12
darkgreenconcretepowder,concrete_powder,13
darkgreenconcretesand,concrete_powder,13
dgreenconcretepowder,concrete_powder,13
dgreenconcretesand,concrete_powder,13
greenconcretepowder,concrete_powder,13
greenconcretesand,concrete_powder,13
darkgreconcretepowder,concrete_powder,13
darkgreconcretesand,concrete_powder,13
dgreconcretepowder,concrete_powder,13
dgreconcretesand,concrete_powder,13
greconcretepowder,concrete_powder,13
greconcretesand,concrete_powder,13
redconcretepowder,concrete_powder,14
redconcretesand,concrete_powder,14
rconcretepowder,concrete_powder,14
rconcretesand,concrete_powder,14
blackconcretepowder,concrete_powder,15
blackconcretesand,concrete_powder,15
blaconcretepowder,concrete_powder,15
blaconcretesand,concrete_powder,15
structureblock,structure_block,0
ironshovel,iron_spade,0
ironspade,iron_spade,0
ishovel,iron_spade,0
ispade,iron_spade,0
steelshovel,iron_spade,0
steelspade,iron_spade,0
ironpickaxe,iron_pickaxe,0
ironpick,iron_pickaxe,0
steelpickaxe,iron_pickaxe,0
steelpick,iron_pickaxe,0
ipickaxe,iron_pickaxe,0
ipick,iron_pickaxe,0
ironaxe,iron_axe,0
iaxe,iron_axe,0
steelaxe,iron_axe,0
flintandsteel,flint_and_steel,0
flintandiron,flint_and_steel,0
flintandtinder,flint_and_steel,0
flintnsteel,flint_and_steel,0
flintniron,flint_and_steel,0
flintntinder,flint_and_steel,0
flintsteel,flint_and_steel,0
flintiron,flint_and_steel,0
flinttinder,flint_and_steel,0
lighter,flint_and_steel,0
apple,apple,0
normalapple,apple,0
redapple,apple,0
bow,bow,0
arrow,arrow,0
coal,coal,0
charcoal,coal,1
ccoal,coal,1
diamond,diamond,0
crystal,diamond,0
ironingot,iron_ingot,0
ironbar,iron_ingot,0
ironi,iron_ingot,0
steelingot,iron_ingot,0
steelbar,iron_ingot,0
steeli,iron_ingot,0
iingot,iron_ingot,0
ibar,iron_ingot,0
ingotiron,iron_ingot,0
bariron,iron_ingot,0
iiron,iron_ingot,0
ingotsteel,iron_ingot,0
barsteel,iron_ingot,0
isteel,iron_ingot,0
ingoti,iron_ingot,0
bari,iron_ingot,0
ironnugget,iron_nugget,0
nuggeti,iron_nugget,0
inugget,iron_nugget,0
goldingot,gold_ingot,0
goldbar,gold_ingot,0
goldi,gold_ingot,0
gingot,gold_ingot,0
gbar,gold_ingot,0
ingotgold,gold_ingot,0
bargold,gold_ingot,0
igold,gold_ingot,0
ingotg,gold_ingot,0
barg,gold_ingot,0
ironsword,iron_sword,0
steelsword,iron_sword,0
isword,iron_sword,0
woodensword,wood_sword,0
woodsword,wood_sword,0
wsword,wood_sword,0
woodenshovel,wood_spade,0
woodenspade,wood_spade,0
woodshovel,wood_spade,0
woodspade,wood_spade,0
wshovel,wood_spade,0
wspade,wood_spade,0
woodenpickaxe,wood_pickaxe,0
woodenpick,wood_pickaxe,0
woodpickaxe,wood_pickaxe,0
woodpick,wood_pickaxe,0
wpickaxe,wood_pickaxe,0
wpick,wood_pickaxe,0
woodenaxe,wood_axe,0
woodaxe,wood_axe,0
waxe,wood_axe,0
stonesword,stone_sword,0
cobblestonesword,stone_sword,0
cstonesword,stone_sword,0
cssword,stone_sword,0
ssword,stone_sword,0
stoneshovel,stone_spade,0
cobblestoneshovel,stone_spade,0
cobblestonespade,stone_spade,0
cstoneshovel,stone_spade,0
cstonespade,stone_spade,0
stonespade,stone_spade,0
csshovel,stone_spade,0
csspade,stone_spade,0
sshovel,stone_spade,0
sspade,stone_spade,0
stonepickaxe,stone_pickaxe,0
cobblestonepickaxe,stone_pickaxe,0
cobblestonepick,stone_pickaxe,0
cstonepickaxe,stone_pickaxe,0
cstonepick,stone_pickaxe,0
stonepick,stone_pickaxe,0
cspickaxe,stone_pickaxe,0
cspick,stone_pickaxe,0
spickaxe,stone_pickaxe,0
spick,stone_pickaxe,0
stoneaxe,stone_axe,0
cobblestoneaxe,stone_axe,0
cstoneaxe,stone_axe,0
csaxe,stone_axe,0
saxe,stone_axe,0
diamondsword,diamond_sword,0
crystalsword,diamond_sword,0
dsword,diamond_sword,0
diamondshovel,diamond_spade,0
diamondspade,diamond_spade,0
crystalshovel,diamond_spade,0
crystalspade,diamond_spade,0
dshovel,diamond_spade,0
dspade,diamond_spade,0
diamondpickaxe,diamond_pickaxe,0
diamondpick,diamond_pickaxe,0
crystalpickaxe,diamond_pickaxe,0
crystalpick,diamond_pickaxe,0
dpickaxe,diamond_pickaxe,0
dpick,diamond_pickaxe,0
diamondaxe,diamond_axe,0
crystalaxe,diamond_axe,0
daxe,diamond_axe,0
stick,stick,0
twig,stick,0
branch,stick,0
bowl,bowl,0
woodenbowl,bowl,0
woodbowl,bowl,0
mushroomsoup,mushroom_soup,0
mrsoup,mushroom_soup,0
soup,mushroom_soup,0
goldsword,gold_sword,0
gsword,gold_sword,0
goldshovel,gold_spade,0
goldspade,gold_spade,0
gshovel,gold_spade,0
gspade,gold_spade,0
goldpickaxe,gold_pickaxe,0
goldpick,gold_pickaxe,0
gpickaxe,gold_pickaxe,0
gpick,gold_pickaxe,0
goldaxe,gold_axe,0
gaxe,gold_axe,0
string,string,0
thread,string,0
feather,feather,0
gunpowder,sulphur,0
sulfur,sulphur,0
woodenhoe,wood_hoe,0
woodhoe,wood_hoe,0
whoe,wood_hoe,0
stonehoe,stone_hoe,0
cobblestonehoe,stone_hoe,0
cstonehoe,stone_hoe,0
cshoe,stone_hoe,0
shoe,stone_hoe,0
ironhoe,iron_hoe,0
steelhoe,iron_hoe,0
ihoe,iron_hoe,0
diamondhoe,diamond_hoe,0
crystalhoe,diamond_hoe,0
dhoe,diamond_hoe,0
goldhoe,gold_hoe,0
ghoe,gold_hoe,0
seeds,seeds,0
seed,seeds,0
wheat,wheat,0
crops,wheat,0
crop,wheat,0
bread,bread,0
leatherhelmet,leather_helmet,0
leatherhelm,leather_helmet,0
leatherhat,leather_helmet,0
leathercoif,leather_helmet,0
lhelmet,leather_helmet,0
lhelm,leather_helmet,0
lhat,leather_helmet,0
lcoif,leather_helmet,0
leatherchestplate,leather_chestplate,0
leatherplatebody,leather_chestplate,0
leatherplate,leather_chestplate,0
leathershirt,leather_chestplate,0
leathertunic,leather_chestplate,0
lchestplate,leather_chestplate,0
lplatebody,leather_chestplate,0
lplate,leather_chestplate,0
lshirt,leather_chestplate,0
ltunic,leather_chestplate,0
leatherleggings,leather_leggings,0
leatherlegs,leather_leggings,0
leatherpants,leather_leggings,0
lleggings,leather_leggings,0
llegs,leather_leggings,0
lpants,leather_leggings,0
leatherboots,leather_boots,0
leathershoes,leather_boots,0
lboots,leather_boots,0
lshoes,leather_boots,0
chainmailhelmet,chainmail_helmet,0
chainmailhelm,chainmail_helmet,0
chainmailhat,chainmail_helmet,0
chainmailcoif,chainmail_helmet,0
chainmhelmet,chainmail_helmet,0
chainmhelm,chainmail_helmet,0
chainmhat,chainmail_helmet,0
chainmcoif,chainmail_helmet,0
cmailhelmet,chainmail_helmet,0
cmailhelm,chainmail_helmet,0
cmailhat,chainmail_helmet,0
cmailcoif,chainmail_helmet,0
chainhelmet,chainmail_helmet,0
chainhelm,chainmail_helmet,0
chainhat,chainmail_helmet,0
chaincoif,chainmail_helmet,0
cmhelmet,chainmail_helmet,0
cmhelm,chainmail_helmet,0
cmhat,chainmail_helmet,0
cmcoif,chainmail_helmet,0
chainmailchestplate,chainmail_chestplate,0
chainmailplatebody,chainmail_chestplate,0
chainmailplate,chainmail_chestplate,0
chainmailshirt,chainmail_chestplate,0
chainmailtunic,chainmail_chestplate,0
chainmchestplate,chainmail_chestplate,0
chainmplatebody,chainmail_chestplate,0
chainmplate,chainmail_chestplate,0
chainmshirt,chainmail_chestplate,0
chainmtunic,chainmail_chestplate,0
cmailchestplate,chainmail_chestplate,0
cmailplatebody,chainmail_chestplate,0
cmailplate,chainmail_chestplate,0
cmailshirt,chainmail_chestplate,0
cmailtunic,chainmail_chestplate,0
chainchestplate,chainmail_chestplate,0
chainplatebody,chainmail_chestplate,0
chainplate,chainmail_chestplate,0
chainshirt,chainmail_chestplate,0
chaintunic,chainmail_chestplate,0
cmchestplate,chainmail_chestplate,0
cmplatebody,chainmail_chestplate,0
cmplate,chainmail_chestplate,0
cmshirt,chainmail_chestplate,0
cmtunic,chainmail_chestplate,0
chainmailleggings,chainmail_leggings,0
chainmaillegs,chainmail_leggings,0
chainmailpants,chainmail_leggings,0
chainmleggings,chainmail_leggings,0
chainmlegs,chainmail_leggings,0
chainmpants,chainmail_leggings,0
cmailleggings,chainmail_leggings,0
cmaillegs,chainmail_leggings,0
cmailpants,chainmail_leggings,0
chainleggings,chainmail_leggings,0
chainlegs,chainmail_leggings,0
chainpants,chainmail_leggings,0
cmleggings,chainmail_leggings,0
cmlegs,chainmail_leggings,0
cmpants,chainmail_leggings,0
chainmailboots,chainmail_boots,0
chainmailshoes,chainmail_boots,0
chainmboots,chainmail_boots,0
chainmshoes,chainmail_boots,0
cmailboots,chainmail_boots,0
cmailshoes,chainmail_boots,0
chainboots,chainmail_boots,0
chainshoes,chainmail_boots,0
cmboots,chainmail_boots,0
cmshoes,chainmail_boots,0
ironhelmet,iron_helmet,0
ironhelm,iron_helmet,0
ironhat,iron_helmet,0
ironcoif,iron_helmet,0
ihelmet,iron_helmet,0
ihelm,iron_helmet,0
ihat,iron_helmet,0
icoif,iron_helmet,0
steelhelmet,iron_helmet,0
steelhelm,iron_helmet,0
steelhat,iron_helmet,0
steelcoif,iron_helmet,0
shelmet,iron_helmet,0
shelm,iron_helmet,0
shat,iron_helmet,0
scoif,iron_helmet,0
ironchestplate,iron_chestplate,0
ironplatebody,iron_chestplate,0
ironshirt,iron_chestplate,0
irontunic,iron_chestplate,0
ichestplate,iron_chestplate,0
iplatebody,iron_chestplate,0
ishirt,iron_chestplate,0
itunic,iron_chestplate,0
steelchestplate,iron_chestplate,0
steelplatebody,iron_chestplate,0
steelplate,iron_chestplate,0
steelshirt,iron_chestplate,0
steeltunic,iron_chestplate,0
schestplate,iron_chestplate,0
splatebody,iron_chestplate,0
sshirt,iron_chestplate,0
stunic,iron_chestplate,0
ironleggings,iron_leggings,0
ironlegs,iron_leggings,0
ironpants,iron_leggings,0
ileggings,iron_leggings,0
ilegs,iron_leggings,0
ipants,iron_leggings,0
steelleggings,iron_leggings,0
steellegs,iron_leggings,0
steelpants,iron_leggings,0
sleggings,iron_leggings,0
slegs,iron_leggings,0
spants,iron_leggings,0
ironboots,iron_boots,0
ironshoes,iron_boots,0
iboots,iron_boots,0
ishoes,iron_boots,0
steelboots,iron_boots,0
steelshoes,iron_boots,0
sboots,iron_boots,0
sshoes,iron_boots,0
diamondhelmet,diamond_helmet,0
diamondhelm,diamond_helmet,0
diamondhat,diamond_helmet,0
diamondcoif,diamond_helmet,0
dhelmet,diamond_helmet,0
dhelm,diamond_helmet,0
dhat,diamond_helmet,0
dcoif,diamond_helmet,0
crystalhelmet,diamond_helmet,0
crystalhelm,diamond_helmet,0
crystalhat,diamond_helmet,0
crystalcoif,diamond_helmet,0
chelmet,diamond_helmet,0
chelm,diamond_helmet,0
chat,diamond_helmet,0
ccoif,diamond_helmet,0
diamondchestplate,diamond_chestplate,0
diamondplatebody,diamond_chestplate,0
diamondplate,diamond_chestplate,0
diamondshirt,diamond_chestplate,0
diamondtunic,diamond_chestplate,0
dchestplate,diamond_chestplate,0
dplatebody,diamond_chestplate,0
dplate,diamond_chestplate,0
dshirt,diamond_chestplate,0
dtunic,diamond_chestplate,0
crystalchestplate,diamond_chestplate,0
crystalplatebody,diamond_chestplate,0
crystalplate,diamond_chestplate,0
crystalshirt,diamond_chestplate,0
crystaltunic,diamond_chestplate,0
cchestplate,diamond_chestplate,0
cplatebody,diamond_chestplate,0
cplate,diamond_chestplate,0
cshirt,diamond_chestplate,0
ctunic,diamond_chestplate,0
diamondleggings,diamond_leggings,0
diamondlegs,diamond_leggings,0
diamondpants,diamond_leggings,0
dleggings,diamond_leggings,0
dlegs,diamond_leggings,0
dpants,diamond_leggings,0
crystalleggings,diamond_leggings,0
crystallegs,diamond_leggings,0
crystalpants,diamond_leggings,0
cleggings,diamond_leggings,0
clegs,diamond_leggings,0
cpants,diamond_leggings,0
diamondboots,diamond_boots,0
diamondshoes,diamond_boots,0
dboots,diamond_boots,0
dshoes,diamond_boots,0
crystalboots,diamond_boots,0
crystalshoes,diamond_boots,0
cboots,diamond_boots,0
cshoes,diamond_boots,0
goldhelmet,gold_helmet,0
goldhelm,gold_helmet,0
goldhat,gold_helmet,0
goldcoif,gold_helmet,0
ghelmet,gold_helmet,0
ghelm,gold_helmet,0
ghat,gold_helmet,0
gcoif,gold_helmet,0
goldchestplate,gold_chestplate,0
goldplatebody,gold_chestplate,0
goldshirt,gold_chestplate,0
goldtunic,gold_chestplate,0
gchestplate,gold_chestplate,0
gplatebody,gold_chestplate,0
gplateplate,gold_chestplate,0
gshirt,gold_chestplate,0
gtunic,gold_chestplate,0
goldleggings,gold_leggings,0
goldlegs,gold_leggings,0
goldpants,gold_leggings,0
gleggings,gold_leggings,0
glegs,gold_leggings,0
gpants,gold_leggings,0
goldboots,gold_boots,0
goldshoes,gold_boots,0
gboots,gold_boots,0
gshoes,gold_boots,0
flint,flint,0
pork,pork,0
porkchop,pork,0
rawpork,pork,0
rpork,pork,0
rawporkchop,pork,0
rporkchop,pork,0
cookedpork,grilled_pork,0
grilledpork,grilled_pork,0
grillpork,grilled_pork,0
gpork,grilled_pork,0
cookpork,grilled_pork,0
cpork,grilled_pork,0
grilledporkchop,grilled_pork,0
grillporkchop,grilled_pork,0
gporkchop,grilled_pork,0
cookedporkchop,grilled_pork,0
cookporkchop,grilled_pork,0
cporkchop,grilled_pork,0
bacon,grilled_pork,0
painting,painting,0
picture,painting,0
goldenapple,golden_apple,0
goldapple,golden_apple,0
gapple,golden_apple,0
enchantedgoldenapple,golden_apple,1
enchantedgoldapple,golden_apple,1
enchantedgapple,golden_apple,1
supergoldenapple,golden_apple,1
supergoldapple,golden_apple,1
supergapple,golden_apple,1
magicalgoldenapple,golden_apple,1
magicalgoldapple,golden_apple,1
magicalgapple,golden_apple,1
magicgoldenapple,golden_apple,1
magicgoldapple,golden_apple,1
magicgapple,golden_apple,1
egoldenapple,golden_apple,1
egoldapple,golden_apple,1
egapple,golden_apple,1
sgoldenapple,golden_apple,1
sgoldapple,golden_apple,1
sgapple,golden_apple,1
mgoldenapple,golden_apple,1
mgoldapple,golden_apple,1
mgapple,golden_apple,1
sign,sign,0
woodendoor,wood_door,0
wooddoor,wood_door,0
wdoor,wood_door,0
door,wood_door,0
oakdoor,wood_door,0
odoor,wood_door,0
bucket,bucket,0
bukkit,bucket,0
waterbucket,water_bucket,0
waterbukkit,water_bucket,0
wbucket,water_bucket,0
wbukkit,water_bucket,0
magmabucket,lava_bucket,0
magmabukkit,lava_bucket,0
lavabucket,lava_bucket,0
lavabukkit,lava_bucket,0
lbucket,lava_bucket,0
lbukkit,lava_bucket,0
minecart,minecart,0
mcart,minecart,0
cart,minecart,0
saddle,saddle,0
irondoor,iron_door,0
idoor,iron_door,0
steeldoor,iron_door,0
sdoor,iron_door,0
dooriron,iron_door,0
doori,iron_door,0
doorsteel,iron_door,0
doors,iron_door,0
redstonedust,redstone,0
redstone,redstone,0
rstonedust,redstone,0
rstone,redstone,0
redsdust,redstone,0
reddust,redstone,0
rsdust,redstone,0
rdust,redstone,0
snow,snow_ball,0
snowball,snow_ball,0
snball,snow_ball,0
sball,snow_ball,0
boat,boat,0
leather,leather,0
cowhide,leather,0
hide,leather,0
milkbucket,milk_bucket,0
milkbukkit,milk_bucket,0
mbucket,milk_bucket,0
mbukkit,milk_bucket,0
claybrick,clay_brick,0
brick,clay_brick,0
redbrick,clay_brick,0
rbrick,clay_brick,0
clayball,clay_ball,0
cball,clay_ball,0
clay,clay_ball,0
reeds,sugar_cane,0
reed,sugar_cane,0
sugarcane,sugar_cane,0
scane,sugar_cane,0
bamboo,sugar_cane,0
paper,paper,0
papyrus,paper,0
book,book,0
slimeball,slime_ball,0
slball,slime_ball,0
chestminecart,storage_minecart,0
storageminecart,storage_minecart,0
storagemcart,storage_minecart,0
chestmcart,storage_minecart,0
storagecart,storage_minecart,0
chestcart,storage_minecart,0
sminecart,storage_minecart,0
cminecart,storage_minecart,0
smcart,storage_minecart,0
cmcart,storage_minecart,0
scart,storage_minecart,0
ccart,storage_minecart,0
furnaceminecart,powered_minecart,0
engineminecart,powered_minecart,0
poweredminecart,powered_minecart,0
powerminecart,powered_minecart,0
enginemcart,powered_minecart,0
poweredmcart,powered_minecart,0
powermcart,powered_minecart,0
furnacemcart,powered_minecart,0
enginecart,powered_minecart,0
poweredcart,powered_minecart,0
powercart,powered_minecart,0
furnacecart,powered_minecart,0
eminecart,powered_minecart,0
pminecart,powered_minecart,0
fminecart,powered_minecart,0
emcart,powered_minecart,0
pmcart,powered_minecart,0
fmcart,powered_minecart,0
ecart,powered_minecart,0
pcart,powered_minecart,0
fcart,powered_minecart,0
egg,egg,0
compass,compass,0
fishingrod,fishing_rod,0
fishrod,fishing_rod,0
frod,fishing_rod,0
rod,fishing_rod,0
watch,watch,0
goldwatch,watch,0
goldclock,watch,0
gwatch,watch,0
gclock,watch,0
clock,watch,0
glowstonedust,glowstone_dust,0
glowingstonedust,glowstone_dust,0
lightstonedust,glowstone_dust,0
lbdust,glowstone_dust,0
gbdust,glowstone_dust,0
lsdust,glowstone_dust,0
gsdust,glowstone_dust,0
rawfish,raw_fish,0
rafish,raw_fish,0
fish,raw_fish,0
rawsalmonfish,raw_fish,1
rasalmonfish,raw_fish,1
salmonfish,raw_fish,1
rawsalmon,raw_fish,1
rasalmon,raw_fish,1
salmon,raw_fish,1
sfish,raw_fish,1
fishs,raw_fish,1
rawclownfish,raw_fish,2
raclownfish,raw_fish,2
clownfish,raw_fish,2
rawnemo,raw_fish,2
ranemo,raw_fish,2
nemo,raw_fish,2
nemofish,raw_fish,2
fishnemo,raw_fish,2
clfish,raw_fish,2
fishcl,raw_fish,2
nfish,raw_fish,2
fishn,raw_fish,2
rawpufferfish,raw_fish,3
rapufferfish,raw_fish,3
pufferfish,raw_fish,3
pufffish,raw_fish,3
fishpuff,raw_fish,3
pfish,raw_fish,3
fishp,raw_fish,3
cookedfish,cooked_fish,0
cookfish,cooked_fish,0
cfish,cooked_fish,0
grilledfish,cooked_fish,0
grillfish,cooked_fish,0
gfish,cooked_fish,0
roastedfish,cooked_fish,0
roastfish,cooked_fish,0
rofish,cooked_fish,0
cookedsalmonfish,cooked_fish,1
cooksalmonfish,cooked_fish,1
csalmonfish,cooked_fish,1
grilledsalmonfish,cooked_fish,1
grillsalmonfish,cooked_fish,1
gsalmonfish,cooked_fish,1
roastedsalmonfish,cooked_fish,1
roastsalmonfish,cooked_fish,1
rosalmonfish,cooked_fish,1
cookedsalmon,cooked_fish,1
cooksalmon,cooked_fish,1
csalmon,cooked_fish,1
grilledsalmon,cooked_fish,1
grillsalmon,cooked_fish,1
gsalmon,cooked_fish,1
roastedsalmon,cooked_fish,1
roastsalmon,cooked_fish,1
rosalmon,cooked_fish,1
dye,ink_sack,0
inksack,ink_sack,0
inksac,ink_sack,0
isack,ink_sack,0
isac,ink_sack,0
sack,ink_sack,0
sac,ink_sack,0
blackinksack,ink_sack,0
blackinksac,ink_sack,0
blackisack,ink_sack,0
blackisac,ink_sack,0
blacksack,ink_sack,0
blacksac,ink_sack,0
inksackblack,ink_sack,0
inksacblack,ink_sack,0
isackblack,ink_sack,0
isacblack,ink_sack,0
sackblack,ink_sack,0
sacblack,ink_sack,0
blackinksackcolour,ink_sack,0
blackinksaccolour,ink_sack,0
blackisackcolour,ink_sack,0
blackisaccolour,ink_sack,0
blacksackcolour,ink_sack,0
blacksaccolour,ink_sack,0
inksackblackcolour,ink_sack,0
inksacblackcolour,ink_sack,0
isackblackcolour,ink_sack,0
isacclackcolour,ink_sack,0
sackblackcolour,ink_sack,0
sacblackcolour,ink_sack,0
blackinksackcolor,ink_sack,0
blackinksaccolor,ink_sack,0
blackisackcolor,ink_sack,0
blackisaccolor,ink_sack,0
blacksackcolor,ink_sack,0
blacksaccolor,ink_sack,0
inksackblackcolor,ink_sack,0
inksacblackcolor,ink_sack,0
isackblackcolor,ink_sack,0
isacblackcolor,ink_sack,0
sackblackcolor,ink_sack,0
sacblackcolor,ink_sack,0
blackinksackdye,ink_sack,0
blackinksacdye,ink_sack,0
blackisackdye,ink_sack,0
blackisacdye,ink_sack,0
blacksackdye,ink_sack,0
blacksacdye,ink_sack,0
inksackblackdye,ink_sack,0
inksacblackdye,ink_sack,0
isackblackdye,ink_sack,0
isacclackdye,ink_sack,0
sackblackdye,ink_sack,0
sacblackdye,ink_sack,0
blackcolor,ink_sack,0
blackdye,ink_sack,0
rosered,ink_sack,1
roseredcolor,ink_sack,1
roseredcolour,ink_sack,1
rosereddye,ink_sack,1
redrosecolor,ink_sack,1
redrosecolour,ink_sack,1
redrosedye,ink_sack,1
redr,ink_sack,1
redrcolor,ink_sack,1
redrcolour,ink_sack,1
redrdye,ink_sack,1
redcolor,ink_sack,1
redcolour,ink_sack,1
reddye,ink_sack,1
cactusgreen,ink_sack,2
greencactus,ink_sack,2
cactusgreencolour,ink_sack,2
greencactuscolour,ink_sack,2
cactusgreencolor,ink_sack,2
greencactuscolor,ink_sack,2
cactusgreendye,ink_sack,2
greencactusdye,ink_sack,2
greencolour,ink_sack,2
greencolor,ink_sack,2
greendye,ink_sack,2
cocoabeans,ink_sack,3
cocoabean,ink_sack,3
cocobeans,ink_sack,3
cocobean,ink_sack,3
cbeans,ink_sack,3
cbean,ink_sack,3
beans,ink_sack,3
bean,ink_sack,3
browncocoabeans,ink_sack,3
browncocoabean,ink_sack,3
browncocobeans,ink_sack,3
browncocobean,ink_sack,3
browncbeans,ink_sack,3
browncbean,ink_sack,3
brownbeans,ink_sack,3
brownbean,ink_sack,3
brownb,ink_sack,3
cocoabeanscolour,ink_sack,3
cocoabeancolour,ink_sack,3
cocobeanscolour,ink_sack,3
cocobeancolour,ink_sack,3
cbeanscolour,ink_sack,3
cbeancolour,ink_sack,3
beanscolour,ink_sack,3
beancolour,ink_sack,3
browncocoabeanscolour,ink_sack,3
browncocoabeancolour,ink_sack,3
browncocobeanscolour,ink_sack,3
browncocobeancolour,ink_sack,3
browncbeanscolour,ink_sack,3
browncbeancolour,ink_sack,3
brownbeanscolour,ink_sack,3
brownbeancolour,ink_sack,3
brownbcolour,ink_sack,3
cocoabeanscolor,ink_sack,3
cocoabeancolor,ink_sack,3
cocobeanscolor,ink_sack,3
cocobeancolor,ink_sack,3
cbeanscolor,ink_sack,3
cbeancolor,ink_sack,3
beanscolor,ink_sack,3
beancolor,ink_sack,3
browncocoabeanscolor,ink_sack,3
browncocoabeancolor,ink_sack,3
browncocobeanscolor,ink_sack,3
browncocobeancolor,ink_sack,3
browncbeanscolor,ink_sack,3
browncbeancolor,ink_sack,3
brownbeanscolor,ink_sack,3
brownbeancolor,ink_sack,3
brownbcolor,ink_sack,3
cocoabeansdye,ink_sack,3
cocoabeandye,ink_sack,3
cocobeansdye,ink_sack,3
cocobeandye,ink_sack,3
cbeansdye,ink_sack,3
cbeandye,ink_sack,3
beansdye,ink_sack,3
beandye,ink_sack,3
browncocoabeansdye,ink_sack,3
browncocoabeandye,ink_sack,3
browncocobeansdye,ink_sack,3
browncocobeandye,ink_sack,3
browncbeansdye,ink_sack,3
browncbeandye,ink_sack,3
brownbeansdye,ink_sack,3
brownbeandye,ink_sack,3
brownbdye,ink_sack,3
browncolour,ink_sack,3
browncolor,ink_sack,3
browndye,ink_sack,3
lapislazuli,ink_sack,4
bluelapislazuli,ink_sack,4
bluelapisl,ink_sack,4
bluelapis,ink_sack,4
bluel,ink_sack,4
lapislazuliblue,ink_sack,4
lapislblue,ink_sack,4
lapisblue,ink_sack,4
lapisl,ink_sack,4
lapis,ink_sack,4
bluelapislazulicolour,ink_sack,4
bluelapislcolour,ink_sack,4
bluelapiscolour,ink_sack,4
lapislazulibluecolour,ink_sack,4
lapislbluecolour,ink_sack,4
lapisbluecolour,ink_sack,4
lapislazulicolour,ink_sack,4
lapislcolour,ink_sack,4
lapiscolour,ink_sack,4
bluelapislazulicolor,ink_sack,4
bluelapislcolor,ink_sack,4
bluelapiscolor,ink_sack,4
lapislazulibluecolor,ink_sack,4
lapislbluecolor,ink_sack,4
lapisbluecolor,ink_sack,4
lapislazulicolor,ink_sack,4
lapislcolor,ink_sack,4
lapiscolor,ink_sack,4
bluelapislazulidye,ink_sack,4
bluelapisldye,ink_sack,4
bluelapisdye,ink_sack,4
lapislazulibluedye,ink_sack,4
lapislbluedye,ink_sack,4
lapisbluedye,ink_sack,4
lapislazulidye,ink_sack,4
lapisldye,ink_sack,4
lapisdye,ink_sack,4
bluecolour,ink_sack,4
bluecolor,ink_sack,4
bluedye,ink_sack,4
purpledye,ink_sack,5
purplecolour,ink_sack,5
purplecolor,ink_sack,5
cyandye,ink_sack,6
cyancolour,ink_sack,6
cyancolor,ink_sack,6
lightgraydye,ink_sack,7
lightgraycolour,ink_sack,7
lightgraycolor,ink_sack,7
lgraycolour,ink_sack,7
lgraycolor,ink_sack,7
lgraydye,ink_sack,7
lightgreydye,ink_sack,7
lightgreycolour,ink_sack,7
lightgreycolor,ink_sack,7
lgreycolour,ink_sack,7
lgreycolor,ink_sack,7
lgreydye,ink_sack,7
silvercolour,ink_sack,7
silvercolor,ink_sack,7
silverdye,ink_sack,7
darkgraydye,ink_sack,8
darkgraycolour,ink_sack,8
darkgraycolor,ink_sack,8
dgraycolour,ink_sack,8
dgraycolor,ink_sack,8
dgraydye,ink_sack,8
graycolour,ink_sack,8
graycolor,ink_sack,8
graydye,ink_sack,8
darkgreydye,ink_sack,8
darkgreycolour,ink_sack,8
darkgreycolor,ink_sack,8
dgreycolour,ink_sack,8
dgreycolor,ink_sack,8
dgreydye,ink_sack,8
greycolour,ink_sack,8
greycolor,ink_sack,8
greydye,ink_sack,8
pinkdye,ink_sack,9
pinkcolour,ink_sack,9
pinkcolor,ink_sack,9
limedye,ink_sack,10
limecolour,ink_sack,10
limecolor,ink_sack,10
dandelionyellow,ink_sack,11
dandelionyellowcolour,ink_sack,11
dandelionyellowcolor,ink_sack,11
dandelionyellowdye,ink_sack,11
yellowdandelioncolour,ink_sack,11
yellowdandelioncolor,ink_sack,11
yellowdandeliondye,ink_sack,11
yellowd,ink_sack,11
yellowdcolour,ink_sack,11
